S.NO,University Name,District,12th Percentage,Entrance Percentage,Department,Output
213,"Indian Institute of Science, Bangalore",Bangalore,62,70,Mechanical Engineering,Yes
214,"Indian Institute of Science, Bangalore",Bangalore,85,70,Mechanical Engineering,Yes
215,"Indian Institute of Science, Bangalore",Bangalore,70,70,Mechanical Engineering,Yes
216,"Indian Institute of Science, Bangalore",Bangalore,46,70,Electronics and Communication Engineering,No
217,"Indian Institute of Science, Bangalore",Bangalore,45,70,Civil Engineering,No
218,"Indian Institute of Science, Bangalore",Bangalore,47,70,Mechanical Engineering,No
219,"Indian Institute of Science, Bangalore",Bangalore,18,70,Electronics and Communication Engineering,No
220,"Indian Institute of Science, Bangalore",Bangalore,37,70,Electronics and Communication Engineering,No
221,"Indian Institute of Science, Bangalore",Bangalore,35,70,Civil Engineering,No
222,"Indian Institute of Science, Bangalore",Bangalore,42,70,Mechanical Engineering,No
223,"Indian Institute of Science, Bangalore",Bangalore,22,70,Mechanical Engineering,No
224,"Indian Institute of Science, Bangalore",Bangalore,30,70,Mechanical Engineering,No
225,"Indian Institute of Science, Bangalore",Bangalore,24,70,Electronics and Communication Engineering,No
226,"Indian Institute of Science, Bangalore",Bangalore,60,70,Electical and Electonics Engineering,Yes
227,"Indian Institute of Science, Bangalore",Bangalore,88,70,Electical and Electonics Engineering,Yes
228,"Indian Institute of Science, Bangalore",Bangalore,56,70,Electical and Electonics Engineering,No
229,"Indian Institute of Science, Bangalore",Bangalore,38,70,Electical and Electonics Engineering,No
230,"Indian Institute of Science, Bangalore",Bangalore,79,70,Electical and Electonics Engineering,Yes
231,"Indian Institute of Science, Bangalore",Bangalore,46,70,Electical and Electonics Engineering,No
232,"Indian Institute of Science, Bangalore",Bangalore,70,70,Electical and Electonics Engineering,Yes
233,"Indian Institute of Technology, Bombay",Mumbai,60,50,Civil Engineering,Yes
234,"Indian Institute of Technology, Bombay",Mumbai,60,50,Mechanical Engineering,Yes
235,"Indian Institute of Technology, Bombay",Mumbai,90,50,Civil Engineering,Yes
236,"Indian Institute of Technology, Bombay",Mumbai,79,50,Civil Engineering,Yes
237,"Indian Institute of Technology, Bombay",Mumbai,82,50,Mechanical Engineering,Yes
238,"Indian Institute of Technology, Bombay",Mumbai,75,50,Mechanical Engineering,Yes
239,"Indian Institute of Technology, Bombay",Mumbai,93,50,Mechanical Engineering,Yes
240,"Indian Institute of Technology, Bombay",Mumbai,68,50,Mechanical Engineering,Yes
241,"Indian Institute of Technology, Bombay",Mumbai,58,50,Civil Engineering,No
242,"Indian Institute of Technology, Bombay",Mumbai,35,50,Civil Engineering,No
243,"Indian Institute of Technology, Bombay",Mumbai,45,50,Mechanical Engineering,No
244,"Indian Institute of Technology, Bombay",Mumbai,58,50,Mechanical Engineering,No
245,"Indian Institute of Technology, Bombay",Mumbai,27,50,Mechanical Engineering,No
246,"Indian Institute of Technology, Bombay",Mumbai,38,50,Mechanical Engineering,No
247,"Indian Institute of Technology, Bombay",Mumbai,42,50,Civil Engineering,No
248,"Indian Institute of Technology, Bombay",Mumbai,54,50,Mechanical Engineering,No
249,"Indian Institute of Technology, Delhi",New Delhi,60,75,Electronics and Communication Engineering,Yes
250,"Indian Institute of Technology, Delhi",New Delhi,60,75,Civil Engineering,Yes
251,"Indian Institute of Technology, Delhi",New Delhi,60,75,Mechanical Engineering,Yes
252,"Indian Institute of Technology, Delhi",New Delhi,82,75,Mechanical Engineering,Yes
253,"Indian Institute of Technology, Delhi",New Delhi,79,75,Electronics and Communication Engineering,Yes
254,"Indian Institute of Technology, Delhi",New Delhi,83,75,Electronics and Communication Engineering,Yes
255,"Indian Institute of Technology, Delhi",New Delhi,25,75,Electronics and Communication Engineering,No
256,"Indian Institute of Technology, Delhi",New Delhi,94,75,Electronics and Communication Engineering,Yes
257,"Indian Institute of Technology, Delhi",New Delhi,74,75,Civil Engineering,Yes
258,"Indian Institute of Technology, Delhi",New Delhi,57,75,Civil Engineering,No
259,"Indian Institute of Technology, Delhi",New Delhi,81,75,Civil Engineering,Yes
260,"Indian Institute of Technology, Delhi",New Delhi,95,75,Civil Engineering,Yes
261,"Indian Institute of Technology, Delhi",New Delhi,76,75,Mechanical Engineering,Yes
262,"Indian Institute of Technology, Delhi",New Delhi,39,75,Electronics and Communication Engineering,No
263,"Indian Institute of Technology, Delhi",New Delhi,50,75,Civil Engineering,No
264,"Indian Institute of Technology, Delhi",New Delhi,45,75,Civil Engineering,No
265,"Indian Institute of Technology, Delhi",New Delhi,39,75,Mechanical Engineering,No
266,"Indian Institute of Technology, Delhi",New Delhi,46,75,Electronics and Communication Engineering,No
267,"Indian Institute of Technology, Delhi",New Delhi,36,75,Civil Engineering,No
268,"Indian Institute of Technology, Delhi",New Delhi,42,75,Mechanical Engineering,No
269,"Indian Institute of Technology, Delhi",New Delhi,54,75,Mechanical Engineering,No
270,"Indian Institute of Technology, Delhi",New Delhi,57,75,Electronics and Communication Engineering,No
271,"Indian Institute of Technology, Madras",Chennai,55,55,Electronics and Communication Engineering,Yes
272,"Indian Institute of Technology, Madras",Chennai,55,55,Mechanical Engineering,Yes
273,"Indian Institute of Technology, Madras",Chennai,68,55,Electronics and Communication Engineering,Yes
274,"Indian Institute of Technology, Madras",Chennai,67,55,Mechanical Engineering,Yes
275,"Indian Institute of Technology, Madras",Chennai,82,55,Mechanical Engineering,Yes
276,"Indian Institute of Technology, Madras",Chennai,71,55,Mechanical Engineering,Yes
277,"Indian Institute of Technology, Madras",Chennai,52,55,Electronics and Communication Engineering,No
278,"Indian Institute of Technology, Madras",Chennai,40,55,Electronics and Communication Engineering,No
279,"Indian Institute of Technology, Madras",Chennai,36,55,Electronics and Communication Engineering,No
280,"Indian Institute of Technology, Madras",Chennai,38,55,Mechanical Engineering,No
281,"Indian Institute of Technology, Madras",Chennai,49,55,Electronics and Communication Engineering,No
282,"Indian Institute of Technology, Madras",Chennai,42,55,Mechanical Engineering,No
283,"Indian Institute of Technology, Madras",Chennai,49,55,Mechanical Engineering,No
284,"Indian Institute of Technology, Madras",Chennai,53,55,Mechanical Engineering,No
285,"Indian Institute of Technology, Madras",Chennai,75,55,Electronics and Communication Engineering,Yes
286,"Indian Institute of Technology, Madras",Chennai,84,55,Electronics and Communication Engineering,Yes
287,"Indian Institute of Technology, Madras",Chennai,55,55,Civil Engineering,Yes
288,"Indian Institute of Technology, Madras",Chennai,69,55,Civil Engineering,Yes
289,"Indian Institute of Technology, Madras",Chennai,89,55,Civil Engineering,Yes
290,"Indian Institute of Technology, Madras",Chennai,73,55,Civil Engineering,Yes
291,"Indian Institute of Technology, Madras",Chennai,41,55,Civil Engineering,No
292,"Indian Institute of Technology, Madras",Chennai,26,55,Civil Engineering,No
293,"Indian Institute of Technology, Madras",Chennai,50,55,Civil Engineering,No
294,"Indian Institute of Technology, Madras",Chennai,36,55,Civil Engineering,No
295,Indira Gandhi National Open University,New Delhi,55,55,Computer Science and Engineering,Yes
296,Indira Gandhi National Open University,New Delhi,55,55,Civil Engineering,Yes
297,Indira Gandhi National Open University,New Delhi,55,55,Mechanical Engineering,Yes
298,Indira Gandhi National Open University,New Delhi,60,55,Computer Science and Engineering,Yes
299,Indira Gandhi National Open University,New Delhi,64,55,Civil Engineering,Yes
300,Indira Gandhi National Open University,New Delhi,77,55,Civil Engineering,Yes
301,Indira Gandhi National Open University,New Delhi,85,55,Civil Engineering,Yes
302,Indira Gandhi National Open University,New Delhi,64,55,Mechanical Engineering,Yes
303,Indira Gandhi National Open University,New Delhi,76,55,Mechanical Engineering,Yes
304,Indira Gandhi National Open University,New Delhi,74,55,Computer Science and Engineering,Yes
305,Indira Gandhi National Open University,New Delhi,35,55,Computer Science and Engineering,No
306,Indira Gandhi National Open University,New Delhi,45,55,Civil Engineering,No
307,Indira Gandhi National Open University,New Delhi,50,55,Mechanical Engineering,No
308,Indira Gandhi National Open University,New Delhi,51,55,Computer Science and Engineering,No
309,Indira Gandhi National Open University,New Delhi,30,55,Civil Engineering,No
310,Indira Gandhi National Open University,New Delhi,84,55,Mechanical Engineering,Yes
311,Indira Gandhi National Open University,New Delhi,45,55,Mechanical Engineering,No
312,Indira Gandhi National Open University,New Delhi,37,55,Mechanical Engineering,No
313,Indira Gandhi National Open University,New Delhi,29,55,Mechanical Engineering,No
314,Indira Gandhi National Open University,New Delhi,42,55,Computer Science and Engineering,No
315,Indira Gandhi National Open University,New Delhi,56,55,Computer Science and Engineering,Yes
316,Indira Gandhi National Open University,New Delhi,50,55,Civil Engineering,No
317,"Institute of Chemical Technology, Mumbai",Mumbai,55,66,Civil Engineering,Yes
318,"Institute of Chemical Technology, Mumbai",Mumbai,55,66,Mechanical Engineering,Yes
319,"Institute of Chemical Technology, Mumbai",Mumbai,68,66,Civil Engineering,Yes
320,"Institute of Chemical Technology, Mumbai",Mumbai,78,66,Mechanical Engineering,Yes
321,"Institute of Chemical Technology, Mumbai",Mumbai,85,66,Mechanical Engineering,Yes
322,"Institute of Chemical Technology, Mumbai",Mumbai,69,66,Mechanical Engineering,Yes
323,"Institute of Chemical Technology, Mumbai",Mumbai,75,66,Civil Engineering,Yes
324,"Institute of Chemical Technology, Mumbai",Mumbai,82,66,Civil Engineering,Yes
325,"Institute of Chemical Technology, Mumbai",Mumbai,45,66,Civil Engineering,No
326,"Institute of Chemical Technology, Mumbai",Mumbai,53,66,Civil Engineering,No
327,"Institute of Chemical Technology, Mumbai",Mumbai,47,66,Mechanical Engineering,No
328,"Institute of Chemical Technology, Mumbai",Mumbai,36,66,Civil Engineering,No
329,"Institute of Chemical Technology, Mumbai",Mumbai,38,66,Mechanical Engineering,No
330,"Institute of Chemical Technology, Mumbai",Mumbai,52,66,Mechanical Engineering,No
331,"Institute of Chemical Technology, Mumbai",Mumbai,10,66,Mechanical Engineering,No
332,Jadavpur University,Kolkata,45,60,Civil Engineering,Yes
333,Jadavpur University,Kolkata,45,60,Mechanical Engineering,Yes
334,Jadavpur University,Kolkata,75,60,Civil Engineering,Yes
335,Jadavpur University,Kolkata,83,60,Civil Engineering,Yes
336,Jadavpur University,Kolkata,68,60,Mechanical Engineering,Yes
337,Jadavpur University,Kolkata,52,60,Civil Engineering,Yes
338,Jadavpur University,Kolkata,63,60,Civil Engineering,Yes
339,Jadavpur University,Kolkata,34,60,Civil Engineering,No
340,Jadavpur University,Kolkata,40,60,Civil Engineering,No
341,Jadavpur University,Kolkata,57,60,Mechanical Engineering,Yes
342,Jadavpur University,Kolkata,86,60,Mechanical Engineering,Yes
343,Jadavpur University,Kolkata,15,60,Mechanical Engineering,No
344,Jadavpur University,Kolkata,35,60,Mechanical Engineering,No
345,Jadavpur University,Kolkata,42,60,Mechanical Engineering,No
346,Jadavpur University,Kolkata,13,60,Civil Engineering,No
347,Jadavpur University,Kolkata,29,60,Mechanical Engineering,No
348,Jamia Hamdard,New Delhi,50,50,Computer Science and Engineering,Yes
349,Jamia Hamdard,New Delhi,50,50,Electronics and Communication Engineering,Yes
350,Jamia Hamdard,New Delhi,70,50,Computer Science and Engineering,Yes
351,Jamia Hamdard,New Delhi,84,50,Computer Science and Engineering,Yes
352,Jamia Hamdard,New Delhi,63,50,Computer Science and Engineering,Yes
353,Jamia Hamdard,New Delhi,79,50,Electronics and Communication Engineering,Yes
354,Jamia Hamdard,New Delhi,46,50,Computer Science and Engineering,No
355,Jamia Hamdard,New Delhi,29,50,Electronics and Communication Engineering,No
356,Jamia Hamdard,New Delhi,31,50,Computer Science and Engineering,No
357,Jamia Hamdard,New Delhi,35,50,Electronics and Communication Engineering,No
358,Jamia Hamdard,New Delhi,49,50,Computer Science and Engineering,No
359,Jamia Hamdard,New Delhi,12,50,Computer Science and Engineering,No
360,Jamia Hamdard,New Delhi,60,50,Electronics and Communication Engineering,Yes
361,Jamia Hamdard,New Delhi,47,50,Electronics and Communication Engineering,No
362,Jamia Millia Islamia,New Delhi,50,50,Computer Science and Engineering,Yes
363,Jamia Millia Islamia,New Delhi,50,50,Electronics and Communication Engineering,Yes
364,Jamia Millia Islamia,New Delhi,50,50,Civil Engineering,Yes
365,Jamia Millia Islamia,New Delhi,50,50,Mechanical Engineering,Yes
366,Jamia Millia Islamia,New Delhi,61,50,Computer Science and Engineering,Yes
